Time,Lag
10.325605154037476,10
11.395658016204834,11
12.716087102890015,12
14.123255014419556,13
15.173405885696411,14
16.402306079864502,8
17.44836187362671,9
18.5195050239563,10
19.595622062683105,11
20.69998002052307,12
21.8873929977417,13
22.96050190925598,15
24.00618600845337,16
25.301809072494507,17
26.765790939331055,18
28.06478786468506,20
29.11187195777893,21
30.163053035736084,22
31.253920078277588,11
32.34791803359985,12
33.44551396369934,13
34.5409049987793,14
35.62796592712402,15
36.80111885070801,16
37.91491913795471,18
39.168933153152466,19
40.626116037368774,20
41.66784310340881,21
42.73164105415344,22
44.03405213356018,10
45.10031318664551,12
46.182289123535156,13
47.27331304550171,14
48.394569873809814,15
49.458203077316284,16
50.634100914001465,17
51.99108910560608,18
53.239778995513916,20
54.58444690704346,21
55.638628005981445,22
56.909969091415405,10
58.04027795791626,12
59.09977912902832,13
60.608359813690186,14
61.71213412284851,15
62.79651403427124,16
64.26860690116882,18
65.5840392112732,19
66.81469702720642,20
68.42730903625488,22
70.50708293914795,23
71.57775783538818,25
72.63930010795593,26
74.37996101379395,14
75.51996684074402,16
76.61986207962036,17
77.69644808769226,18
78.85768699645996,19
80.3374252319336,21
81.80383515357971,22
83.22088503837585,24
84.31653594970703,25
85.38184022903442,26
86.65633988380432,14
87.82441115379333,15
88.9616858959198,17
90.1035270690918,18
91.38020086288452,19
92.5365309715271,20
94.26721096038818,21
95.49211502075195,23
96.72742128372192,24
97.77843403816223,25
99.02678394317627,12
100.09053897857666,13
101.13758111000061,14
102.40566182136536,15
103.51885509490967,16
104.60958695411682,17
105.64766788482666,18
106.79404211044312,19
107.94763708114624,21
109.08371090888977,22
110.29068112373352,23
111.3503532409668,24
112.58728218078613,11
113.63597321510315,12
114.67431282997131,13
115.83153820037842,14
117.06282114982605,16
118.19635915756226,17
119.30848789215088,18
120.52335214614868,19
121.68016314506531,20
122.94204115867615,21
124.08145403862,23
125.23984098434448,24
126.37163424491882,11
127.4406681060791,12
128.5416078567505,13
129.67995309829712,14
130.7743170261383,15
131.92520117759705,17
133.0003800392151,18
134.22942399978638,19
135.39648723602295,20
136.8634970188141,21
138.21948218345642,23
139.37834310531616,24
140.49813508987427,25
141.57444715499878,26
143.0409860610962,14
144.2555170059204,16
145.43543815612793,17
146.56496787071228,18
147.78058910369873,19
148.93118000030518,21
150.0391652584076,22
151.26893997192383,23
152.7823359966278,24
154.2251682281494,26
155.48117017745972,27
156.56879305839539,28
157.64852499961853,29
158.73939394950867,30
160.88551115989685,17
162.13030290603638,20
163.40692901611328,21
164.58344292640686,22
165.909912109375,23
167.04032802581787,25
168.2579231262207,26
169.47092509269714,27
170.60700488090515,28
171.76478695869446,29
172.95248007774353,31
174.3604440689087,32
176.0901219844818,33
178.1006269454956,35
180.107656955719,37
182.17991399765015,39
184.08670687675476,41
185.48713397979736,43
186.67910194396973,44
188.04008603096008,45
189.18170309066772,47
190.4509460926056,48
192.10792112350464,33
193.30818510055542,35
194.51709413528442,36
195.6679389476776,37
196.84059691429138,38
197.95192122459412,40
199.04104804992676,41
200.6342329978943,42
201.92885398864746,43
203.72881603240967,45
206.41125082969666,46
208.3199701309204,49
