Time,Scan
10.72101879119873,0.7191228866577148
12.081629753112793,0.3547327518463135
13.306465864181519,0.21784281730651855
14.486450910568237,0.17813992500305176
15.668020963668823,0.17934203147888184
16.88789987564087,0.2139759063720703
18.10353684425354,0.21378803253173828
19.322300910949707,0.21558785438537598
20.48916983604431,0.1625370979309082
21.723397731781006,0.23177289962768555
23.008906841278076,0.2787163257598877
24.187803745269775,0.17321014404296875
25.367778062820435,0.17703700065612793
26.57282781600952,0.19988417625427246
27.937896966934204,0.36165523529052734
30.834855794906616,0.6946540355682373
32.46725869178772,0.6261570453643799
33.8163046836853,0.34329795837402344
35.239776849746704,0.42141008377075195
36.59465789794922,0.3483891487121582
37.70841383934021,0.11075305938720703
38.828468799591064,0.11384010314941406
39.94246697425842,0.11048007011413574
41.0525848865509,0.10520505905151367
42.219785928726196,0.16628813743591309
43.36628985404968,0.14467096328735352
44.49276065826416,0.12363791465759277
45.615229845047,0.12143421173095703
46.96075892448425,0.3423759937286377
48.16253685951233,0.19871020317077637
49.31950092315674,0.15422487258911133
50.90681600570679,0.5813188552856445
52.166743993759155,0.2570960521697998
53.47426891326904,0.3003971576690674
54.56895589828491,0.09145689010620117
55.674968004226685,0.10001707077026367
56.916735887527466,0.24057912826538086
58.06375288963318,0.1397991180419922
59.20896363258362,0.14314508438110352
60.3796968460083,0.16674304008483887
61.502896785736084,0.12111210823059082
62.61092281341553,0.10574698448181152
63.740805864334106,0.12811708450317383
64.9847149848938,0.24001169204711914
66.10612988471985,0.1193380355834961
67.23141694068909,0.12404608726501465
68.42174983024597,0.18493914604187012
69.55379891395569,0.1262509822845459
71.27398777008057,0.7153499126434326
72.56828689575195,0.2881321907043457
73.75279688835144,0.17777109146118164
74.96460890769958,0.2063157558441162
76.07918095588684,0.11212015151977539
77.16628384590149,0.08326983451843262
78.28205800056458,0.11481189727783203
79.3724627494812,0.08850312232971191
80.4624297618866,0.08707714080810547
81.56376910209656,0.09578204154968262
82.66225790977478,0.09710288047790527
83.77338600158691,0.11023902893066406
84.945072889328,0.1693732738494873
86.05334281921387,0.10346388816833496
87.18073081970215,0.12552905082702637
88.34845185279846,0.16597676277160645
89.47184681892395,0.12040281295776367
90.70670890808105,0.23070907592773438
92.01949095726013,0.31061506271362305
93.553475856781,0.5295619964599609
94.96536493301392,0.4086320400238037
96.38280582427979,0.4149661064147949
97.50566482543945,0.12115693092346191
98.60713291168213,0.0965569019317627
99.71048378944397,0.09738802909851074
100.8071129322052,0.0948328971862793
101.97197389602661,0.15911293029785156
103.07860779762268,0.10566401481628418
104.19639706611633,0.11199498176574707
105.39724779129028,0.19858312606811523
106.50123596191406,0.10011005401611328
107.63674688339233,0.13307595252990723
108.7468888759613,0.10796594619750977
109.92952799797058,0.17784404754638672
111.06485080718994,0.1304318904876709
112.39359378814697,0.3271160125732422
113.61455368995667,0.2158489227294922
114.81438279151917,0.19435811042785645
116.05685591697693,0.23770594596862793
117.13316082954407,0.07176399230957031
118.21483063697815,0.08076286315917969
119.31421780586243,0.09845995903015137
120.43965005874634,0.11966323852539062
121.54102396965027,0.09577798843383789
122.71279382705688,0.1702110767364502
