Time,Lag
10.607429265975952,1.1814336776733398
11.947862148284912,0.9356129169464111
13.440726041793823,0.5211195945739746
14.677976131439209,0.9453718662261963
15.922617197036743,1.1285200119018555
17.147496938705444,0.9291970729827881
18.39167308807373,0.355665922164917
19.633206129074097,0.886207103729248
20.990723133087158,0.39303088188171387
22.278744220733643,1.037179946899414
23.60750699043274,0.9293298721313477
24.842459201812744,0.5144600868225098
26.099257230758667,0.4649620056152344
27.41138005256653,1.0712933540344238
28.676959991455078,1.1123089790344238
29.99724507331848,1.1023800373077393
31.442995071411133,0.7468528747558594
32.83523988723755,0.6960029602050781
34.0965850353241,0.6366539001464844
35.38600206375122,0.27617621421813965
36.68993425369263,0.2476649284362793
38.04929709434509,0.5406742095947266
39.35502219200134,0.5378408432006836
40.63095021247864,0.5431559085845947
42.03471612930298,0.5063307285308838
43.36168193817139,0.6268408298492432
44.71513819694519,0.6536886692047119
46.040794134140015,0.712723970413208
47.34553909301758,0.744891881942749
48.62781000137329,0.7168560028076172
49.96170711517334,0.6711187362670898
51.31188988685608,0.6814358234405518
52.65789318084717,0.6767611503601074
53.998470306396484,0.7331299781799316
55.37463188171387,0.7236709594726562
56.79110813140869,0.7913601398468018
58.24676823616028,0.6106181144714355
59.79254412651062,0.696397066116333
