Time,Scan
3.117058038711548,0.3741319179534912
4.7882139682769775,0.3317267894744873
6.64960789680481,0.5218632221221924
8.17616891860962,0.21674799919128418
9.563107013702393,0.15780878067016602
10.979431867599487,0.23170113563537598
12.34959101676941,0.18631911277770996
13.764095783233643,0.2266521453857422
15.216057062149048,0.2558760643005371
16.730905055999756,0.30541110038757324
18.20018982887268,0.219160795211792
19.775644779205322,0.2586839199066162
21.335716724395752,0.26367783546447754
22.95958185195923,0.33080601692199707
25.01974391937256,0.6343491077423096
26.93721890449524,0.5243306159973145
28.759578704833984,0.4842228889465332
30.84836983680725,0.42647814750671387
32.646464824676514,0.46814513206481934
34.7809739112854,0.6289710998535156
36.96599078178406,0.6061239242553711
39.336731910705566,0.8901281356811523
41.30280590057373,0.4361453056335449
43.49857568740845,0.564316987991333
46.38468289375305,0.7816128730773926
49.417330741882324,0.8650991916656494
52.60720777511597,1.2044181823730469
54.97457408905029,0.6760902404785156
57.99690389633179,1.1894760131835938
62.525856018066406,1.799257755279541
66.20588684082031,1.3745758533477783
70.40023279190063,1.155303955078125
74.44227600097656,1.786850929260254
78.38756084442139,1.4322960376739502
82.48717284202576,1.2655491828918457
85.26227402687073,0.30423402786254883
86.8215799331665,0.22839999198913574
88.37547278404236,0.22878789901733398
90.31952095031738,0.5555498600006104
92.05960583686829,0.3645780086517334
93.68044686317444,0.3227047920227051
95.69783592224121,0.7036631107330322
97.31845498085022,0.3585028648376465
98.86576581001282,0.2448420524597168
100.50045990943909,0.33075404167175293
102.2611517906189,0.4181230068206787
104.00337505340576,0.41431498527526855
105.80039286613464,0.4584529399871826
107.8450927734375,0.6316070556640625
109.87911486625671,0.44963908195495605
111.8271369934082,0.4577147960662842
113.90812683105469,0.5378849506378174
116.13707995414734,0.6109387874603271
118.5114529132843,0.7702000141143799
121.5639259815216,1.263801097869873
124.89999890327454,0.9446890354156494
129.44455885887146,1.098473072052002
133.34935975074768,1.2441372871398926
136.19193696975708,0.9765350818634033
140.60387992858887,1.4137609004974365
143.63756275177002,0.3569200038909912
145.3838348388672,0.4072260856628418
146.96719789505005,0.24906492233276367
148.40087294578552,0.18558001518249512
150.38776803016663,0.5085618495941162
152.39791774749756,0.5460848808288574
156.18462085723877,1.5546729564666748
157.6220898628235,0.21776318550109863
159.52250385284424,0.49538302421569824
161.06574988365173,0.3378880023956299
162.99586510658264,0.6982929706573486
164.62319207191467,0.3674349784851074
166.23345565795898,0.3447737693786621
167.9095480442047,0.24415111541748047
169.59446811676025,0.2805817127227783
171.24899768829346,0.3034329414367676
173.05963373184204,0.41553163528442383
174.70442390441895,0.3151261806488037
