Time,Lag
10.088798999786377,3
11.192162036895752,3
12.356326818466187,3
13.554059982299805,2
14.688446998596191,2
15.77925705909729,2
16.8477041721344,3
17.96448302268982,2
19.07692003250122,3
20.31384801864624,3
21.601922035217285,3
22.702277898788452,2
23.90609312057495,2
24.97957992553711,4
26.089684009552002,3
27.203394174575806,3
28.489134788513184,3
29.619362115859985,2
30.719284057617188,2
31.791625022888184,3
32.86466193199158,2
33.966052770614624,2
35.10247087478638,3
36.32737684249878,3
37.556729793548584,2
38.66500496864319,3
39.887791872024536,3
41.0353569984436,2
42.15200114250183,4
43.39935493469238,3
44.612159967422485,2
45.7082839012146,2
46.796753883361816,3
47.928110122680664,2
49.09765005111694,3
50.24095320701599,3
51.347596168518066,4
52.48789715766907,3
53.57502484321594,4
54.78010082244873,3
56.01573991775513,2
57.1103720664978,4
58.239285945892334,4
59.40340304374695,3
60.61363697052002,4
61.73674297332764,3
62.84626889228821,4
64.27569198608398,3
65.4219560623169,5
66.56873798370361,4
67.7369270324707,5
68.97702407836914,3
70.24991202354431,5
71.45923209190369,4
72.61304712295532,5
73.77476096153259,3
74.89702606201172,4
76.15348887443542,4
77.26419401168823,5
78.42010283470154,4
79.63729405403137,3
80.7185480594635,4
81.95047903060913,3
83.10394501686096,3
84.20145106315613,4
85.35341215133667,4
86.5258469581604,3
87.68044710159302,4
88.95896983146667,3
90.09319186210632,5
91.28342819213867,4
92.47574400901794,4
93.5830979347229,5
94.70127201080322,6
96.07840704917908,4
97.18028116226196,6
98.4354088306427,4
99.77760195732117,5
101.19227290153503,4
102.40086817741394,6
103.6597809791565,4
104.79648685455322,5
105.89697790145874,6
107.17415809631348,5
108.40228986740112,6
109.81778407096863,3
110.91871309280396,4
112.08272314071655,4
113.26667809486389,5
114.44131994247437,5
115.56746816635132,6
116.90084314346313,4
118.01806688308716,6
119.18607687950134,5
120.3156909942627,6
121.5386118888855,5
122.672199010849,6
123.89620089530945,4
125.01065301895142,6
126.26108598709106,5
127.38791799545288,6
128.60491609573364,5
129.71841311454773,6
131.17887377738953,3
132.3041009902954,5
133.4501190185547,4
134.5482039451599,5
135.73724794387817,4
136.88949394226074,2
137.98693203926086,3
139.20527386665344,4
140.37056684494019,5
141.76635193824768,4
142.91484904289246,5
144.15642023086548,5
145.4056990146637,6
146.6370198726654,5
148.37150692939758,6
149.98915696144104,8
151.12843298912048,10
152.45739793777466,7
153.71939516067505,8
155.12104511260986,9
156.42319107055664,5
157.75781893730164,6
158.9426519870758,7
160.09825110435486,9
161.50197196006775,6
162.98157119750977,7
164.33619785308838,9
165.55228900909424,10
167.09892296791077,5
168.32958006858826,7
170.37826204299927,8
171.6301109790802,10
172.9441158771515,11
174.24650406837463,13
175.6733341217041,9
176.92172694206238,10
178.7952880859375,12
180.15639305114746,13
181.5700240135193,15
182.96002507209778,16
184.2765109539032,18
185.58637285232544,19
187.47114491462708,11
189.02026915550232,13
190.52498316764832,15
193.18379998207092,16
194.6278531551361,19
196.11246800422668,20
198.02267694473267,22
