Time,Lag
10.091309785842896,7
11.272938966751099,3
12.338802814483643,4
13.43732500076294,5
14.503906011581421,6
15.571123838424683,7
16.750950813293457,3
17.808311700820923,4
18.883383750915527,5
19.947733879089355,6
21.037346839904785,8
22.245366096496582,4
23.326339721679688,5
24.408723831176758,6
25.57145881652832,7
26.633002042770386,8
27.72935700416565,3
28.826775074005127,4
29.882298946380615,5
31.140671968460083,6
32.21479892730713,8
33.332199811935425,4
34.402344942092896,5
35.50817894935608,6
36.57187485694885,7
37.63263177871704,8
38.79530596733093,3
39.86278676986694,4
40.93761205673218,5
42.007582902908325,7
43.09975290298462,8
44.198549032211304,4
45.26234173774719,5
46.3372700214386,6
47.46042585372925,7
48.57875204086304,8
49.64573001861572,9
50.810287952423096,4
51.88888382911682,5
53.02257204055786,6
54.09240198135376,8
55.17208194732666,9
56.247294902801514,10
57.42669701576233,5
58.50961899757385,6
59.612343072891235,7
60.72387099266052,8
61.817572832107544,9
62.916651010513306,10
64.01450967788696,11
65.46748280525208,5
66.64064884185791,6
67.72788786888123,7
68.84726881980896,8
70.02240586280823,9
71.14423179626465,11
72.35799288749695,12
73.48176288604736,13
74.85369873046875,4
76.02849578857422,5
77.11241388320923,7
78.22935485839844,8
79.43640780448914,9
80.56250381469727,10
81.67963790893555,11
82.78361701965332,12
83.90863108634949,13
85.13853478431702,5
86.32217979431152,7
87.47162079811096,8
88.68267178535461,9
89.9040458202362,10
91.06017994880676,11
92.18563795089722,13
93.33026695251465,14
94.43577289581299,15
95.52730894088745,16
96.69193983078003,6
97.8355610370636,7
99.13043475151062,8
100.26406192779541,10
101.43360090255737,11
102.67796993255615,12
103.81319403648376,13
104.93447709083557,14
106.06889796257019,16
107.29147171974182,17
108.40632605552673,18
109.54497480392456,19
110.64017367362976,20
111.84176278114319,7
112.99804186820984,8
114.1740710735321,10
115.2722339630127,11
116.974858045578,12
118.22958278656006,14
119.34424090385437,15
120.44911479949951,16
121.63627481460571,6
122.76509284973145,7
123.88334894180298,8
125.1226418018341,9
126.25094079971313,11
127.55989193916321,12
128.79515480995178,13
130.02052092552185,14
131.2502748966217,16
132.47063183784485,17
133.79234981536865,8
134.9432556629181,9
136.06211185455322,11
137.20691299438477,12
138.33583998680115,13
139.47331881523132,14
140.67679381370544,15
141.78316187858582,16
142.89988589286804,17
144.0367238521576,18
145.44049882888794,6
146.5912938117981,7
147.74337196350098,8
148.85825371742249,9
150.12935400009155,10
151.22504091262817,12
152.32869505882263,13
153.44152283668518,14
154.77934789657593,6
155.97705793380737,7
157.1074607372284,9
158.243793964386,10
159.75881791114807,11
161.0996389389038,12
162.236900806427,14
163.40192794799805,15
164.76350283622742,5
165.96471285820007,6
167.1031596660614,8
168.21604585647583,9
169.48633790016174,10
170.67900896072388,11
171.9152319431305,12
173.02540183067322,13
174.14520502090454,15
175.40938186645508,7
176.5605387687683,8
177.6691188812256,9
178.77397894859314,10
180.05132579803467,11
181.27092671394348,13
182.45929074287415,14
183.6918590068817,5
184.911447763443,6
186.0369007587433,7
187.1907057762146,9
188.30604076385498,10
189.43948793411255,11
190.60010695457458,12
191.74319577217102,13
192.84150981903076,14
194.05689978599548,6
195.3085548877716,8
196.47450971603394,9
197.63685584068298,10
198.75058579444885,11
199.88455486297607,12
201.0086317062378,13
202.14212083816528,15
203.4274308681488,16
204.86547780036926,6
206.11320877075195,7
207.41868376731873,9
208.78665709495544,10
